,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,totalDistance,killPlacePerc,walkDistancePerc,_totalDistance,zombi,cheater,_healthAndBoosts,_killDamage,_killPlaceOverMaxPlace,_killsOverWalkDistance,_walkDistancePerSec
10,22ca0305243fc1,885d2a5349434e,aeb375fc57110c,0.0,3,220.4,1,0,1,13,0,2,1,62.39,1777,squad,26,25,1359,0,0.0,0,0.0,0,0,4457.0,4,0,4457.0,0.842391304347826,0.9565217391304348,4457.0,0,0,4,420.4,0.5,0.0004487323311644604,2.5081598199212154
11,fd7c8f9808985b,557ca8543fb0dd,aeb375fc57110c,0.0,1,187.5,0,0,4,65,0,0,0,0.0,1777,squad,26,25,1462,0,0.0,0,0.0,0,0,1168.0,6,0,1168.0,0.25,0.5217391304347826,1168.0,1,0,5,187.5,2.5,0.0,0.6572875633089477
12,aa0fc5df216655,ccda15e6fc5e55,aeb375fc57110c,0.0,0,0.0,0,0,0,87,0,0,0,0.0,1777,squad,26,25,1495,0,0.0,0,0.0,0,0,52.51,1,0,52.51,0.25,0.10869565217391304,52.51,1,0,0,0.0,3.3461538461538463,0.0,0.029549803038829488
13,1316ae9c4fadad,885d2a5349434e,aeb375fc57110c,1.0,1,180.6,1,0,1,14,0,2,1,167.5,1777,squad,26,25,1265,0,0.0,0,0.0,0,0,4338.0,11,0,4338.0,0.842391304347826,0.9456521739130435,4338.0,0,0,2,380.6,0.5384615384615384,0.0004610419548178884,2.4411930219471016
14,d3bae2c79d7bdc,766390c7622843,aeb375fc57110c,0.0,0,159.5,1,1,0,44,0,1,1,4.401,1777,squad,26,25,1419,0,0.0,0,0.0,0,0,141.0,2,0,141.0,0.6304347826086957,0.18478260869565216,141.0,0,0,0,259.5,1.6923076923076923,0.0070921985815602835,0.07934721440630275
15,350575692262b1,557ca8543fb0dd,aeb375fc57110c,0.0,1,0.0,0,0,0,66,0,0,0,0.0,1777,squad,26,25,1531,0,0.0,0,0.0,0,0,1867.0,4,0,1867.0,0.25,0.6304347826086957,1867.0,1,0,1,0.0,2.5384615384615383,0.0,1.0506471581316825
16,72faf4463c225d,86166f9f9d46d2,aeb375fc57110c,0.0,1,183.5,1,1,1,34,0,1,1,6.97,1777,squad,26,25,1539,0,0.0,0,0.0,0,0,525.0,2,0,525.0,0.6304347826086957,0.358695652173913,525.0,0,0,2,283.5,1.3076923076923077,0.0019047619047619048,0.2954417557681486
17,039800ee0b8142,b8bd1c0b8946d0,aeb375fc57110c,0.0,0,24.68,0,0,0,58,0,0,0,0.0,1777,squad,26,25,1435,0,0.0,0,0.0,0,0,1785.0,6,0,1785.0,0.25,0.5978260869565217,1785.0,1,0,0,24.68,2.230769230769231,0.0,1.004501969611705
18,6281fb0349c536,469319b7ce014b,aeb375fc57110c,0.0,0,100.0,0,1,0,16,0,2,2,9.057,1777,squad,26,25,1515,0,0.0,0,0.0,0,0,38.05,2,0,38.05,0.842391304347826,0.07608695652173914,38.05,0,0,0,300.0,0.6153846153846154,0.05256241787122208,0.02141249296567248
19,3a1442024a919d,766390c7622843,aeb375fc57110c,0.0,0,108.0,0,0,0,81,0,0,0,0.0,1777,squad,26,25,1433,0,0.0,0,0.0,0,0,152.3,3,0,152.3,0.25,0.20652173913043478,152.3,1,0,0,108.0,3.1153846153846154,0.0,0.08570624648283624
20,f491bafbb64c86,766390c7622843,aeb375fc57110c,0.0,0,60.46,0,0,0,85,0,0,0,0.0,1777,squad,26,25,1468,0,0.0,0,0.0,0,0,13.72,1,0,13.72,0.25,0.043478260869565216,13.72,1,0,0,60.46,3.269230769230769,0.0,0.007720877884074283
21,cee90a0614bdb1,4d8632508c9bf8,aeb375fc57110c,0.0,5,47.23,1,0,0,26,0,1,1,23.39,1777,squad,26,25,1494,0,0.0,0,0.0,0,0,4089.0,3,0,4089.0,0.6304347826086957,0.9347826086956522,4089.0,0,0,5,147.23,1.0,0.00024455857177794083,2.30106921778278
22,8934ebc2eb903a,ccda15e6fc5e55,aeb375fc57110c,0.0,0,149.0,1,0,0,45,0,1,1,7.327000000000001,1777,squad,26,25,1495,0,0.0,0,0.0,0,0,131.0,2,0,131.0,0.6304347826086957,0.17391304347826086,131.0,0,0,0,249.0,1.7307692307692308,0.007633587786259542,0.07371975239167136
23,0ea228c2a4faa2,4a6cfb558d50db,aeb375fc57110c,0.0,2,64.51,0,0,1,54,0,0,0,0.0,1777,squad,26,25,1437,0,602.1,0,0.0,0,0,3403.0,6,0,4005.1,0.25,0.8804347826086957,4005.1,1,0,3,64.51,2.076923076923077,0.0,1.9150253235790657
24,3dcf4259b62f66,684d5656442f9e,aeb375fc57110c,2.0,1,300.8,0,0,6,18,0,2,1,77.97,1777,squad,26,25,1476,0,5418.0,0,0.0,0,0,1847.0,5,0,7265.0,0.842391304347826,0.6086956521739131,7265.0,0,0,7,500.8,0.6923076923076923,0.0010828370330265296,1.0393922341024198
25,06920d3f9bfc88,766390c7622843,aeb375fc57110c,0.0,0,91.99,0,0,0,83,0,0,0,0.0,1777,squad,26,25,1483,0,0.0,0,0.0,0,0,65.08,2,0,65.08,0.25,0.11956521739130435,65.08,1,0,0,91.99,3.1923076923076925,0.0,0.03662352279122116
26,7589442ec59821,557ca8543fb0dd,aeb375fc57110c,1.0,2,320.3,2,1,7,7,0,3,1,50.4,1777,squad,26,25,1430,0,995.9,0,0.0,0,0,1225.0,5,0,2220.9,0.9347826086956522,0.532608695652174,2220.9,0,0,9,620.3,0.2692307692307692,0.0024489795918367346,0.6893640967923467
27,1e970bf83f5913,fc7ab9278edd5f,aeb375fc57110c,1.0,6,316.5,1,1,3,10,0,2,2,95.64,1777,squad,26,25,1535,1,4181.0,0,0.0,0,0,1896.0,7,0,6077.0,0.842391304347826,0.6413043478260869,6077.0,0,0,9,516.5,0.38461538461538464,0.0010548523206751054,1.0669667979741138
28,2c99dfff60516e,469319b7ce014b,aeb375fc57110c,0.0,0,0.0,0,0,0,53,0,0,0,0.0,1777,squad,26,25,1434,1,4899.0,0,0.0,0,0,2390.0,3,0,7289.0,0.25,0.717391304347826,7289.0,1,0,0,0.0,2.0384615384615383,0.0,1.3449634214969048
29,4a03bdacf1d36d,4a6cfb558d50db,aeb375fc57110c,0.0,3,491.8,3,1,1,3,0,5,2,21.71,1777,squad,26,25,1422,0,621.3,0,0.0,0,0,3179.0,6,0,3800.3,0.9728260869565217,0.8315217391304348,3800.3,0,0,4,991.8,0.11538461538461539,0.0015728216420257944,1.7889701744513224
30,7879c1058ccd11,77cc575deea166,aeb375fc57110c,0.0,0,0.0,0,0,0,64,0,0,0,0.0,1777,squad,26,25,1486,0,158.0,0,0.0,0,0,1412.0,6,0,1570.0,0.25,0.5543478260869565,1570.0,1,0,0,0.0,2.4615384615384617,0.0,0.7945976364659538
31,785043b271d3b7,469319b7ce014b,aeb375fc57110c,0.0,2,145.9,1,0,3,28,0,1,1,27.09,1777,squad,26,25,1501,0,1918.0,0,0.0,1,0,2486.0,6,0,4404.0,0.6304347826086957,0.7608695652173914,4404.0,0,0,5,245.9,1.0769230769230769,0.00040225261464199515,1.3989870568373663
32,ea6e00629df506,2392d7ac1df8ad,aeb375fc57110c,0.0,0,0.0,0,0,0,67,0,0,0,0.0,1777,squad,26,25,1478,0,0.0,0,0.0,0,0,910.1,6,0,910.1,0.25,0.4891304347826087,910.1,1,0,0,0.0,2.576923076923077,0.0,0.5121553179516039
33,2c487bc0d0e0d5,5712b3a17cd575,aeb375fc57110c,0.0,0,33.48,0,0,0,91,0,0,0,0.0,1777,squad,26,25,1491,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.25,0.010869565217391304,0.0,1,0,0,33.48,3.5,0.0,0.0
34,6d55039e5d72c4,0e009e443d9c0d,aeb375fc57110c,2.0,3,283.1,3,1,7,4,0,4,2,344.3,1777,squad,26,25,1430,2,575.1,0,30.12,0,0,5386.0,5,0,5991.22,0.9565217391304348,0.9782608695652174,5991.22,0,0,10,683.1,0.15384615384615385,0.0007426661715558856,3.0309510410804728
35,1c3acbb63a110d,fc7ab9278edd5f,aeb375fc57110c,3.0,7,414.6,1,0,11,22,0,1,1,70.63,1777,squad,26,25,1539,0,5905.0,0,0.0,0,0,2128.0,8,0,8033.0,0.6304347826086957,0.6521739130434783,8033.0,0,0,18,514.6,0.8461538461538461,0.00046992481203007516,1.1975239167135623
36,5406618d55edc0,684d5656442f9e,aeb375fc57110c,0.0,2,0.0,0,0,2,56,0,0,0,0.0,1777,squad,26,25,1480,0,3676.0,0,0.0,0,0,1855.0,8,0,5531.0,0.25,0.6195652173913043,5531.0,1,0,4,0.0,2.1538461538461537,0.0,1.043894203714125
37,924dd554d1a738,469319b7ce014b,aeb375fc57110c,1.0,5,212.3,0,0,5,15,0,2,1,14.23,1777,squad,26,25,1500,0,1945.0,0,0.0,0,0,2927.0,5,0,4872.0,0.842391304347826,0.8152173913043478,4872.0,0,0,10,412.3,0.5769230769230769,0.0006832934745473181,1.6471581316826112
38,c3feef84e4bb08,fc7ab9278edd5f,aeb375fc57110c,0.0,4,99.29,1,0,10,9,0,2,1,134.3,1777,squad,26,25,1535,2,3803.0,0,0.0,0,0,2438.0,5,0,6241.0,0.842391304347826,0.7391304347826086,6241.0,0,0,14,299.29,0.34615384615384615,0.0008203445447087777,1.3719752391671356
39,35d5ab189a8df7,b36d4018a110ab,aeb375fc57110c,0.0,2,200.0,2,2,2,19,0,2,1,22.96,1777,squad,26,25,1463,0,0.0,0,0.0,0,0,390.3,3,0,390.3,0.842391304347826,0.31521739130434784,390.3,0,0,4,400.0,0.7307692307692307,0.005124263387138099,0.2196398424310636
40,fb37a556eb6a3d,684d5656442f9e,aeb375fc57110c,0.0,3,179.0,2,0,5,17,0,2,2,5.6789999999999985,1777,squad,26,25,1491,0,3694.0,0,0.0,0,0,2435.0,6,0,6129.0,0.842391304347826,0.7282608695652174,6129.0,0,0,8,379.0,0.6538461538461539,0.0008213552361396304,1.370287000562746
41,199254679fe294,2392d7ac1df8ad,aeb375fc57110c,0.0,1,25.8,0,0,1,68,0,0,0,0.0,1777,squad,26,25,1478,0,0.0,0,0.0,0,0,754.6,2,0,754.6,0.25,0.45652173913043476,754.6,1,0,2,25.8,2.6153846153846154,0.0,0.4246482836240856
42,85b4e7783f20e1,44961cf90f1aba,aeb375fc57110c,0.0,2,54.34,0,0,1,49,0,0,0,0.0,1777,squad,26,25,1500,0,5013.0,0,0.0,0,0,2329.0,7,0,7342.0,0.25,0.7065217391304348,7342.0,1,0,3,54.34,1.8846153846153846,0.0,1.3106359032076533
43,b6744d89903fa7,6c8bf4790efcf0,aeb375fc57110c,0.0,1,126.7,1,1,1,41,0,1,1,1.879,1777,squad,26,25,1480,0,0.0,0,0.0,0,0,185.9,5,0,185.9,0.6304347826086957,0.21739130434782608,185.9,0,0,2,226.7,1.5769230769230769,0.0053792361484669175,0.10461451885199775
44,6a7b5b13fb71f1,0e009e443d9c0d,aeb375fc57110c,1.0,1,101.5,0,0,3,24,0,1,1,7.372000000000001,1777,squad,26,25,1380,0,0.0266,0,33.01,0,0,5956.0,3,0,5989.0366,0.6304347826086957,1.0,5989.0366,0,0,4,201.5,0.9230769230769231,0.000167897918065816,3.3517163759144624
45,5a60761adc1cbf,0e009e443d9c0d,aeb375fc57110c,1.0,1,394.7,1,0,2,23,0,1,1,10.01,1777,squad,26,25,1375,1,0.0047,0,7.252999999999999,0,0,5364.0,7,0,5371.2577,0.6304347826086957,0.967391304347826,5371.2577,0,0,3,494.7,0.8846153846153846,0.00018642803877703205,3.0185706246482837
46,10a218f088b3a0,44961cf90f1aba,aeb375fc57110c,0.0,3,87.77,1,0,2,48,0,0,0,0.0,1777,squad,26,25,1510,0,5510.0,0,0.0,0,0,2499.0,7,0,8009.0,0.25,0.7717391304347826,8009.0,1,0,5,87.77,1.8461538461538463,0.0,1.406302757456387
47,2.06123E+13,0e009e443d9c0d,aeb375fc57110c,2.0,1,230.0,1,0,2,11,0,2,1,291.4,1777,squad,26,25,1409,0,0.005,0,9.252,0,0,5623.0,4,0,5632.2570000000005,0.842391304347826,0.9891304347826086,5632.2570000000005,0,0,3,430.0,0.4230769230769231,0.00035568202027387515,3.164321890827237
48,f74ace2471ce3a,4a6cfb558d50db,aeb375fc57110c,1.0,0,199.6,1,1,0,29,0,1,1,13.0,1777,squad,26,25,1422,0,0.0,0,0.0,0,0,2581.0,3,0,2581.0,0.6304347826086957,0.782608695652174,2581.0,0,0,0,299.6,1.1153846153846154,0.0003874467260751647,1.4524479459763646
49,7a6dd81b106e6f,557ca8543fb0dd,aeb375fc57110c,1.0,1,305.5,2,2,0,6,0,3,2,102.8,1777,squad,26,25,1500,0,1029.0,0,0.0,0,0,919.9,3,0,1948.9,0.9347826086956522,0.5,1948.9,0,0,1,605.5,0.23076923076923078,0.0032612240460919667,0.5176702307259425
50,1bc883e4c77906,766390c7622843,aeb375fc57110c,0.0,0,23.8,0,0,0,80,0,0,0,0.0,1777,squad,26,25,1413,0,0.0,0,0.0,0,0,65.36,2,0,65.36,0.25,0.13043478260869565,65.36,1,0,0,23.8,3.076923076923077,0.0,0.03678109172763084
51,8a16510590f506,645894055adb04,aeb375fc57110c,2.0,5,288.0,2,1,3,12,0,2,2,8.243,1777,squad,26,25,1411,0,0.0,0,0.0,0,0,3540.0,10,0,3540.0,0.842391304347826,0.8913043478260869,3540.0,0,0,8,488.0,0.46153846153846156,0.0005649717514124294,1.992121553179516
52,f97ff7c60ef9cd,92c7b5e8f9ee5e,aeb375fc57110c,0.0,0,0.0,0,0,0,61,0,0,0,0.0,1777,squad,26,25,1521,0,0.0,0,0.0,0,0,1638.0,5,0,1638.0,0.25,0.5760869565217391,1638.0,1,0,0,0.0,2.3461538461538463,0.0,0.9217782779966235
53,c5533417fab425,6c8bf4790efcf0,aeb375fc57110c,0.0,0,189.9,4,1,0,21,0,2,2,13.3,1777,squad,26,25,1480,1,0.0,0,0.0,0,0,464.2,2,0,464.2,0.842391304347826,0.32608695652173914,464.2,0,0,0,389.9,0.8076923076923077,0.004308487720809996,0.26122678671918964
54,8fa9363a9d02b8,6c8bf4790efcf0,aeb375fc57110c,0.0,0,0.0,0,0,0,77,0,0,0,0.0,1777,squad,26,25,1475,2,0.0,0,0.0,0,0,253.2,1,0,253.2,0.25,0.25,253.2,1,0,0,0.0,2.9615384615384617,0.0,0.14248733821046708
55,190ac8ef5c41ae,92c7b5e8f9ee5e,aeb375fc57110c,1.0,1,212.1,2,0,1,60,0,0,0,0.0,1777,squad,26,25,1521,0,0.0,0,0.0,0,0,2172.0,6,0,2172.0,0.25,0.6739130434782609,2172.0,1,0,2,212.1,2.3076923076923075,0.0,1.2222847495779403
56,7b90641570125a,6c8bf4790efcf0,aeb375fc57110c,0.0,0,60.2,0,0,0,78,0,0,0,0.0,1777,squad,26,25,1542,0,0.0,0,0.0,0,0,199.5,1,0,199.5,0.25,0.2391304347826087,199.5,1,0,0,60.2,3.0,0.0,0.11226786719189645
57,b495e9aa88d3fb,4c526bf789bcf4,aeb375fc57110c,0.0,2,0.0,0,0,1,71,0,0,0,0.0,1777,squad,26,25,1376,0,0.0,0,0.0,0,0,576.6,5,0,576.6,0.25,0.41304347826086957,576.6,1,0,3,0.0,2.730769230769231,0.0,0.3244794597636466
58,5d9cf9e7836dfb,b36d4018a110ab,aeb375fc57110c,1.0,0,25.2,0,0,1,75,0,0,0,0.0,1777,squad,26,25,1404,0,0.0,0,0.0,0,0,536.5,3,0,536.5,0.25,0.3695652173913043,536.5,1,0,1,25.2,2.8846153846153846,0.0,0.3019133370849747
59,285c32537e6c80,4d8632508c9bf8,aeb375fc57110c,1.0,3,42.38,0,0,0,51,0,0,0,0.0,1777,squad,26,25,1531,0,0.0,0,0.0,0,0,3191.0,5,0,3191.0,0.25,0.8586956521739131,3191.0,1,0,3,42.38,1.9615384615384615,0.0,1.7957231288688802
60,754c29315d6bcd,77cc575deea166,aeb375fc57110c,0.0,1,198.0,2,0,1,31,0,1,1,5.976,1777,squad,26,25,1496,0,651.5,0,0.0,0,0,1250.0,4,0,1901.5,0.6304347826086957,0.5434782608695652,1901.5,0,0,2,298.0,1.1923076923076923,0.0008,0.7034327518289252
61,11d682c665cfce,ccda15e6fc5e55,aeb375fc57110c,0.0,0,0.0,0,0,0,86,0,0,0,0.0,1777,squad,26,25,1451,0,0.0,0,0.0,0,0,27.9,1,0,27.9,0.25,0.05434782608695652,27.9,1,0,0,0.0,3.3076923076923075,0.0,0.015700619020821607
62,98d86e22ab0f42,5712b3a17cd575,aeb375fc57110c,1.0,0,200.0,2,0,0,46,0,1,1,32.41,1777,squad,26,25,1345,0,0.0,0,0.0,0,0,38.51,2,0,38.51,0.6304347826086957,0.08695652173913043,38.51,0,0,0,300.0,1.7692307692307692,0.025967281225655676,0.021671356218345525
63,4ffb1e29a99f7d,4c526bf789bcf4,aeb375fc57110c,0.0,1,95.1,0,0,3,70,0,0,0,0.0,1777,squad,26,25,1513,0,0.0,0,0.0,0,0,549.5,4,0,549.5,0.25,0.391304347826087,549.5,1,0,4,95.1,2.6923076923076925,0.0,0.3092290377039955
64,287c74e5b1a7c9,ccda15e6fc5e55,aeb375fc57110c,0.0,0,0.0,0,0,0,89,0,0,0,0.0,1777,squad,26,25,1469,0,0.0,0,0.0,0,0,111.9,2,0,111.9,0.25,0.16304347826086957,111.9,1,0,0,0.0,3.423076923076923,0.0,0.06297129994372538
65,dfca0949834b46,2392d7ac1df8ad,aeb375fc57110c,0.0,0,100.0,1,0,0,35,0,1,1,14.47,1777,squad,26,25,1478,0,0.0,0,0.0,0,0,831.8,5,0,831.8,0.6304347826086957,0.4782608695652174,831.8,0,0,0,200.0,1.3461538461538463,0.001202212070209185,0.4680922903770399
66,4346a1854ca605,b36d4018a110ab,aeb375fc57110c,0.0,0,135.3,0,1,0,39,0,1,1,3.615,1777,squad,26,25,1431,0,0.0,0,0.0,0,0,469.9,3,0,469.9,0.6304347826086957,0.33695652173913043,469.9,0,0,0,235.3,1.5,0.002128112364332837,0.26443444006752953
67,090121135aac0f,5712b3a17cd575,aeb375fc57110c,0.0,0,0.0,0,0,0,90,0,0,0,0.0,1777,squad,26,25,1500,0,0.0,0,0.0,0,0,3.843,0,0,3.843,0.25,0.03260869565217391,3.843,1,0,0,0.0,3.4615384615384617,0.0,0.0021626336522228475
68,7635a2f82a64da,766390c7622843,aeb375fc57110c,0.0,0,60.77,0,0,0,82,0,0,0,0.0,1777,squad,26,25,1500,0,0.0,0,0.0,0,0,100.7,2,0,100.7,0.25,0.15217391304347827,100.7,1,0,0,60.77,3.1538461538461537,0.0,0.056668542487338214
69,452274d0857046,557ca8543fb0dd,aeb375fc57110c,0.0,0,23.22,0,0,0,32,0,1,1,11.24,1777,squad,26,25,1500,0,3611.0,0,0.0,0,0,1139.0,4,0,4750.0,0.6304347826086957,0.5108695652173914,4750.0,0,0,0,123.22,1.2307692307692308,0.000877963125548727,0.6409679234665167
70,bd5581d7a2dbcc,645894055adb04,aeb375fc57110c,1.0,4,288.2,1,0,1,47,0,0,0,0.0,1777,squad,26,25,1419,0,0.0,0,0.0,0,0,3179.0,7,0,3179.0,0.25,0.8315217391304348,3179.0,1,0,5,288.2,1.8076923076923077,0.0,1.7889701744513224
71,6a79b96b7a1d64,766390c7622843,aeb375fc57110c,0.0,0,0.0,0,0,0,79,0,0,0,0.0,1777,squad,26,25,1364,0,1505.0,0,0.0,0,0,48.2,1,0,1553.2,0.25,0.09782608695652174,1553.2,1,0,0,0.0,3.0384615384615383,0.0,0.027124366910523355
72,b775652cba49bc,b88c63770f6f54,aeb375fc57110c,0.0,0,140.1,0,0,0,73,0,0,0,0.0,1777,squad,26,25,1463,0,214.7,0,0.0,0,0,324.2,3,0,538.9,0.25,0.29347826086956524,538.9,1,0,0,140.1,2.8076923076923075,0.0,0.18244231851435003
73,8e9eb29babde59,7e9e54c04c5698,aeb375fc57110c,0.0,0,0.0,0,0,0,76,0,0,0,0.0,1777,squad,26,25,1441,0,0.0,0,0.0,0,0,278.4,3,0,278.4,0.25,0.2826086956521739,278.4,1,0,0,0.0,2.923076923076923,0.0,0.1566685424873382
74,94259d19e43ae0,4c526bf789bcf4,aeb375fc57110c,0.0,0,0.0,0,0,0,69,0,0,0,0.0,1777,squad,26,25,1491,0,0.0,0,0.0,0,0,719.9,7,0,719.9,0.25,0.44565217391304346,719.9,1,0,0,0.0,2.6538461538461537,0.0,0.40512099043331457
75,0d0b1411b18ee9,885d2a5349434e,aeb375fc57110c,1.0,2,238.3,1,0,0,27,0,1,1,125.0,1777,squad,26,25,1512,0,1510.0,0,0.0,0,0,3558.0,6,0,5068.0,0.6304347826086957,0.9021739130434783,5068.0,0,0,2,338.3,1.0384615384615385,0.0002810567734682406,2.0022509848058525
76,8af95213114dc8,645894055adb04,aeb375fc57110c,1.0,3,723.0,9,1,9,1,0,7,2,190.6,1777,squad,26,25,1467,1,0.0,0,0.0,0,1,3190.0,9,0,3190.0,0.9891304347826086,0.8478260869565217,3190.0,0,0,12,1423.0,0.038461538461538464,0.00219435736677116,1.795160382667417
77,f0db679f85a722,4a6cfb558d50db,aeb375fc57110c,1.0,0,0.0,0,0,0,55,0,0,0,0.0,1777,squad,26,25,1428,1,602.6,0,0.0,0,0,3249.0,7,0,3851.6,0.25,0.8695652173913043,3851.6,1,0,0,0.0,2.1153846153846154,0.0,1.8283624085537422
78,bfa1d929815f82,b8bd1c0b8946d0,aeb375fc57110c,1.0,1,121.6,1,0,1,59,0,0,0,0.0,1777,squad,26,25,1455,0,0.0,0,0.0,0,0,1759.0,2,0,1759.0,0.25,0.5869565217391305,1759.0,1,0,2,121.6,2.269230769230769,0.0,0.9898705683736635
79,83eda5ca37322c,b8bd1c0b8946d0,aeb375fc57110c,0.0,0,143.6,1,0,0,30,0,1,1,24.88,1777,squad,26,25,1435,2,0.0,0,0.0,0,0,2133.0,2,0,2133.0,0.6304347826086957,0.6630434782608695,2133.0,0,0,0,243.6,1.1538461538461537,0.00046882325363338024,1.2003376477208778
80,3.81349E+13,b36d4018a110ab,aeb375fc57110c,0.0,1,46.49,1,0,1,38,0,1,1,2.6830000000000003,1777,squad,26,25,1419,0,0.0,0,0.0,0,0,338.0,3,0,338.0,0.6304347826086957,0.30434782608695654,338.0,0,0,2,146.49,1.4615384615384615,0.0029585798816568047,0.19020821609454136
81,b5816e270b634d,766390c7622843,aeb375fc57110c,0.0,0,100.0,1,0,1,42,0,1,1,4.624,1777,squad,26,25,1294,0,0.0,0,0.0,0,0,96.84,2,0,96.84,0.6304347826086957,0.14130434782608695,96.84,0,0,1,200.0,1.6153846153846154,0.010326311441553077,0.05449634214969049
82,1d550e6069dfd6,406abb5bce236b,aeb375fc57110c,0.0,1,0.0,0,0,2,62,0,0,0,0.0,1777,squad,26,25,1476,0,413.9,0,0.0,0,0,2309.0,3,0,2722.9,0.25,0.6956521739130435,2722.9,1,0,3,0.0,2.3846153846153846,0.0,1.2993809791783906
83,3f5d03afec89de,885d2a5349434e,aeb375fc57110c,0.0,0,100.0,1,0,0,52,0,0,0,0.0,1777,squad,26,25,1488,0,492.3,0,0.0,0,0,2803.0,5,0,3295.3,0.25,0.8043478260869565,3295.3,1,0,0,100.0,2.0,0.0,1.5773776027011817
84,642092c6a8846b,b88c63770f6f54,aeb375fc57110c,0.0,1,36.5,0,0,1,74,0,0,0,0.0,1777,squad,26,25,1483,0,0.0,0,0.0,0,0,273.1,4,0,273.1,0.25,0.2717391304347826,273.1,1,0,2,36.5,2.8461538461538463,0.0,0.15368598761958358
85,88fc8c84ad2851,fc7ab9278edd5f,aeb375fc57110c,2.0,5,244.0,2,1,9,8,0,2,1,111.2,1777,squad,26,25,1537,0,3655.0,0,0.0,0,0,2184.0,5,0,5839.0,0.842391304347826,0.6847826086956522,5839.0,0,0,14,444.0,0.3076923076923077,0.0009157509157509158,1.229037703995498
